"","pl_names","pl_effects","pl_pval","sample","support_indices","support_category"
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat337","(Info Hubs (All), Flats (All), No Reminder)",-0.0130436607515325,0.00123011920334256,37,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS336","(Info Hubs (All), No Incentives, SMS (All))",0.00423836002384612,7.73512125892439e-08,37,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS337","(No Seeds, Slopes (All), SMS (All))",-0.00595139996660712,1.32356495837705e-10,37,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS336","(No Seeds, High Flats, SMS (All))",-0.00590580025474481,2.63348743797255e-06,37,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS337","(Random Seeds, Slopes (All), SMS (All))",-0.00792135543314401,9.04460372851827e-09,37,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS337","(Trusted Seeds, Slopes (All), SMS (All))",-0.0056442711855717,2.30319575432364e-05,37,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS337","(Info Hubs (All), Slopes (All), SMS (All))",-0.00480842688431217,0.000135446562575261,37,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat338","(Info Hubs (All), Flats (All), No Reminder)",-0.0115834043381306,0.00785061471265168,38,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS337","(Info Hubs (All), No Incentives, SMS (All))",0.00380586288471192,2.84178838380345e-06,38,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS338","(No Seeds, Slopes (All), SMS (All))",-0.00609317129130427,1.22858901800373e-06,38,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS337","(No Seeds, High Flats, SMS (All))",-0.00740127072823411,5.28743296481264e-07,38,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS338","(Random Seeds, Slopes (All), SMS (All))",-0.00650000358514035,3.89743351596449e-09,38,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS338","(Trusted Seeds, Slopes (All), SMS (All))",-0.00536821839413348,5.6596001353172e-08,38,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS338","(Info Hubs (All), Slopes (All), SMS (All))",-0.0040069890613945,1.03603566433687e-07,38,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat339","(Info Hubs (All), Flats (All), No Reminder)",-0.0157270110071425,0.000541376023275357,39,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS338","(Info Hubs (All), No Incentives, SMS (All))",0.00360663302271582,1.47449612940012e-05,39,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS339","(No Seeds, Slopes (All), SMS (All))",-0.00586803209854591,6.97013147342735e-11,39,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS338","(No Seeds, High Flats, SMS (All))",-0.00650512092314205,4.03713836058297e-06,39,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS339","(Random Seeds, Slopes (All), SMS (All))",-0.00576952559845459,5.16636111190381e-08,39,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS339","(Trusted Seeds, Slopes (All), SMS (All))",-0.00621415385500527,3.02339384528446e-06,39,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS339","(Info Hubs (All), Slopes (All), SMS (All))",-0.00525368363603334,7.91792568947076e-06,39,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat340","(Info Hubs (All), Flats (All), No Reminder)",-0.0134312132680988,0.000446361958635575,40,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS339","(Info Hubs (All), No Incentives, SMS (All))",0.00361447531386512,2.915226284429e-06,40,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS340","(No Seeds, Slopes (All), SMS (All))",-0.00647929795509212,5.5996466236412e-09,40,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS339","(No Seeds, High Flats, SMS (All))",-0.00683339491224376,1.97365062739027e-06,40,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS340","(Random Seeds, Slopes (All), SMS (All))",-0.00667650401009227,1.44086447693867e-09,40,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS340","(Trusted Seeds, Slopes (All), SMS (All))",-0.00537991826745355,7.57815718887206e-10,40,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS340","(Info Hubs (All), Slopes (All), SMS (All))",-0.00539110411219965,1.56798643637191e-05,40,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat341","(Info Hubs (All), Flats (All), No Reminder)",-0.0114323599269857,0.00586227926243051,41,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS340","(Info Hubs (All), No Incentives, SMS (All))",0.00359313085122812,1.61382777966779e-05,41,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS341","(No Seeds, Slopes (All), SMS (All))",-0.00513413026883309,2.16273859666934e-08,41,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS340","(No Seeds, High Flats, SMS (All))",-0.00588616558783901,8.91375097662351e-08,41,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS341","(Random Seeds, Slopes (All), SMS (All))",-0.00738261967968204,2.34082233152786e-08,41,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS341","(Trusted Seeds, Slopes (All), SMS (All))",-0.00692952630754801,3.3272464879955e-06,41,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS341","(Info Hubs (All), Slopes (All), SMS (All))",-0.00540287316798232,1.68483768136017e-07,41,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat342","(Info Hubs (All), Flats (All), No Reminder)",-0.0112440250982832,0.000734115837623965,42,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS341","(Info Hubs (All), No Incentives, SMS (All))",0.00424197938214081,1.04258775760264e-07,42,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS342","(No Seeds, Slopes (All), SMS (All))",-0.00581040767225399,2.75669674073196e-10,42,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS341","(No Seeds, High Flats, SMS (All))",-0.00743104948927628,1.00612587935018e-07,42,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS342","(Random Seeds, Slopes (All), SMS (All))",-0.0062309516518658,5.10863539596399e-09,42,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS342","(Trusted Seeds, Slopes (All), SMS (All))",-0.00560783769996384,2.42927644235323e-07,42,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS342","(Info Hubs (All), Slopes (All), SMS (All))",-0.00454222853265383,6.13433127754403e-07,42,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat343","(Info Hubs (All), Flats (All), No Reminder)",-0.0120287357061623,8.95629155042996e-05,43,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS342","(Info Hubs (All), No Incentives, SMS (All))",0.0038960422683399,3.28398599457546e-07,43,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS343","(No Seeds, Slopes (All), SMS (All))",-0.00635901193906345,2.91066013107557e-09,43,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS342","(No Seeds, High Flats, SMS (All))",-0.00858248758707201,7.18070851481631e-06,43,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS343","(Random Seeds, Slopes (All), SMS (All))",-0.00634666293219611,5.87037957975201e-08,43,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS343","(Trusted Seeds, Slopes (All), SMS (All))",-0.00658176811285608,2.54088572392095e-07,43,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS343","(Info Hubs (All), Slopes (All), SMS (All))",-0.00497787819569203,1.08693726004066e-08,43,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat344","(Info Hubs (All), Flats (All), No Reminder)",-0.0135460319612784,0.0052985101725945,44,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS343","(Info Hubs (All), No Incentives, SMS (All))",0.00359879584151338,1.50317209709562e-05,44,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS344","(No Seeds, Slopes (All), SMS (All))",-0.0063967794684361,8.32164300749869e-07,44,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS343","(No Seeds, High Flats, SMS (All))",-0.00711013056458388,8.24731125951751e-08,44,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS344","(Random Seeds, Slopes (All), SMS (All))",-0.00631640472468278,2.27411101263648e-07,44,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS344","(Trusted Seeds, Slopes (All), SMS (All))",-0.00551740700921122,3.19738823366112e-07,44,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS344","(Info Hubs (All), Slopes (All), SMS (All))",-0.00389377428635708,2.30522436350859e-09,44,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat345","(Info Hubs (All), Flats (All), No Reminder)",-0.0110390762700932,0.01280869966792,45,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS344","(Info Hubs (All), No Incentives, SMS (All))",0.00363011846880199,1.63376715650591e-05,45,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS345","(No Seeds, Slopes (All), SMS (All))",-0.00690767715666331,4.96711870788054e-08,45,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS344","(No Seeds, High Flats, SMS (All))",-0.00595949094877257,1.93473799709796e-07,45,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS345","(Random Seeds, Slopes (All), SMS (All))",-0.0052108439749519,1.14765053341033e-08,45,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS345","(Trusted Seeds, Slopes (All), SMS (All))",-0.00522169738142566,3.5744970883267e-08,45,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS345","(Info Hubs (All), Slopes (All), SMS (All))",-0.0049376795081538,4.65082163013448e-09,45,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat346","(Info Hubs (All), Flats (All), No Reminder)",-0.0122317501497703,0.017568651894256,46,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS345","(Info Hubs (All), No Incentives, SMS (All))",0.0042157304185315,6.68386554039692e-08,46,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS346","(No Seeds, Slopes (All), SMS (All))",-0.0057572038816447,8.9808838499964e-09,46,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS345","(No Seeds, High Flats, SMS (All))",-0.00736876627323135,3.2190687150336e-05,46,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS346","(Random Seeds, Slopes (All), SMS (All))",-0.00735938816809047,4.28502230007315e-09,46,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS346","(Trusted Seeds, Slopes (All), SMS (All))",-0.00445669712958744,1.13193661603561e-08,46,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS346","(Info Hubs (All), Slopes (All), SMS (All))",-0.00444885697228041,1.31030198537586e-11,46,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat347","(Info Hubs (All), Flats (All), No Reminder)",-0.0119762701971289,0.00253684479042699,47,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS346","(Info Hubs (All), No Incentives, SMS (All))",0.00448804834531806,1.4130420782858e-09,47,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS347","(No Seeds, Slopes (All), SMS (All))",-0.00601119050601096,8.50472661746413e-10,47,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS346","(No Seeds, High Flats, SMS (All))",-0.00717607668451171,7.76840469343756e-06,47,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS347","(Random Seeds, Slopes (All), SMS (All))",-0.00692085697971092,2.4174307992251e-10,47,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS347","(Trusted Seeds, Slopes (All), SMS (All))",-0.00618283660494647,4.52647737580267e-07,47,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS347","(Info Hubs (All), Slopes (All), SMS (All))",-0.00491957523629603,6.12273421669615e-06,47,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat348","(Info Hubs (All), Flats (All), No Reminder)",-0.014732855315962,0.00404950724944052,48,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS347","(Info Hubs (All), No Incentives, SMS (All))",0.00396636734852398,1.0082918148603e-06,48,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS348","(No Seeds, Slopes (All), SMS (All))",-0.00623878109349911,3.61502297830954e-11,48,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS347","(No Seeds, High Flats, SMS (All))",-0.00649747287499512,8.8375644404771e-07,48,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS348","(Random Seeds, Slopes (All), SMS (All))",-0.0068824293703276,1.22910411897358e-08,48,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS348","(Trusted Seeds, Slopes (All), SMS (All))",-0.0051514835124415,3.42051643610676e-09,48,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS348","(Info Hubs (All), Slopes (All), SMS (All))",-0.00487310005907723,3.15374339310249e-06,48,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat349","(Info Hubs (All), Flats (All), No Reminder)",-0.0122506866610526,0.00160756351381329,49,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS348","(Info Hubs (All), No Incentives, SMS (All))",0.00381330559683712,8.16109737464359e-06,49,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS349","(No Seeds, Slopes (All), SMS (All))",-0.0063547956715344,1.39489029851616e-07,49,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS348","(No Seeds, High Flats, SMS (All))",-0.00793008455129187,7.24404265842483e-07,49,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS349","(Random Seeds, Slopes (All), SMS (All))",-0.00679131339868794,1.80912391002275e-07,49,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS349","(Trusted Seeds, Slopes (All), SMS (All))",-0.00554038575007417,3.88858427097346e-07,49,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS349","(Info Hubs (All), Slopes (All), SMS (All))",-0.00412264014573525,0.000411050397164817,49,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat350","(Info Hubs (All), Flats (All), No Reminder)",-0.0135697978996047,0.00679404773242538,50,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS349","(Info Hubs (All), No Incentives, SMS (All))",0.00453252538086791,2.55328038399499e-11,50,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS350","(No Seeds, Slopes (All), SMS (All))",-0.00526303914977633,7.82869363746423e-10,50,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS349","(No Seeds, High Flats, SMS (All))",-0.00642722038163608,4.05722884492722e-06,50,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS350","(Random Seeds, Slopes (All), SMS (All))",-0.00668420660691988,2.33286682547088e-10,50,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS350","(Trusted Seeds, Slopes (All), SMS (All))",-0.0053133126204801,4.5140422687203e-09,50,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS350","(Info Hubs (All), Slopes (All), SMS (All))",-0.00452764821290917,3.53323077135725e-09,50,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat351","(Info Hubs (All), Flats (All), No Reminder)",-0.0152277758989713,0.00554624223105825,51,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS350","(Info Hubs (All), No Incentives, SMS (All))",0.00416327194768107,2.67191009690621e-08,51,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS351","(No Seeds, Slopes (All), SMS (All))",-0.00605107800541298,3.66898070186558e-10,51,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS350","(No Seeds, High Flats, SMS (All))",-0.00575870283024651,7.06535517138672e-06,51,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS351","(Random Seeds, Slopes (All), SMS (All))",-0.00646288244078446,5.54848282198713e-09,51,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS351","(Trusted Seeds, Slopes (All), SMS (All))",-0.00547838893356141,1.50015581846184e-07,51,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS351","(Info Hubs (All), Slopes (All), SMS (All))",-0.0034583419047308,3.60467612501742e-05,51,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat352","(Info Hubs (All), Flats (All), No Reminder)",-0.0103968037408265,0.000497939119476782,52,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS351","(Info Hubs (All), No Incentives, SMS (All))",0.00358091981851767,1.70294679927808e-05,52,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS352","(No Seeds, Slopes (All), SMS (All))",-0.00680523468608323,3.65162363265494e-09,52,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS351","(No Seeds, High Flats, SMS (All))",-0.00791911133519227,1.406689290607e-07,52,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS352","(Random Seeds, Slopes (All), SMS (All))",-0.00650065236319192,2.80458841003811e-08,52,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS352","(Trusted Seeds, Slopes (All), SMS (All))",-0.00513315858460454,9.2967247434104e-10,52,"1 9 13 31 46 61 70",1
